140,5.382918357849121,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' articles', ' the', '=-=-=-=-', ' person', ' pale', ' first', ' shall', ' stared', 'You', ' do', ' your', '�', '�', '?', ',', ' a', ' befriend', 'On', ' similar', ',']"
150,5.358438968658447,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' the', ' out', ' to', ' of', ' ', ' ', ' ', ' ', ' ', ' ', ' a', '?', ' is', ' swung', ' presence', ' of', ' I', ' stream', ' ', ' followed']"
160,5.120149612426758,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' The', ' celebrity', ' was', ' len', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ',', ' yet', '�', '�', ' I', ' the', ' the', ' had']"
170,5.109034061431885,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', '.', ' inform', ' ', '-', ' to', ' the', ' of', ' the', 'ide', ',', ' short', ' severe', ' Mü', ' horse', 'ini', '.', ' It', '�', ' encrypted', '�']"
180,5.114553451538086,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', 'cise', ' OR', ' the', ',', ' there', 'What', ' a', 'OD', 'l', 'Pre', ' upon', ' the', ' NOT', ' us', ' box', ' found', ' those', ' terrible', ' the', ' undoubtedly']"
190,5.0604567527771,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' Wonderful', ' in', ' very', ' not', ' bending', ' meantime', ' of', ' the', ' it', ' and', ' discovery', ' all', '.', '�', ' a', ' force', ' Oh', ' electronic', ',', '.']"
200,5.049180507659912,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' ', ' ', ' �', '�', '�', '�', ' impressed', '.', ' ', ' ', ' �', '�', ' only', ' of', ' ', ' ', ' ', ' ', ' knew', ' reported']"
210,5.217461109161377,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', '�', '�', '�', '�', '—', ' with', 'You', '—', ' of', ' the', ' cl', ' a', ' Project', '�', '�', ' the', ' At', ' looking', ' desire', ' practice']"
220,5.004684925079346,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' The', ' unsolved', ' thirty', ' may', ' and', ' a', ' the', ' answered', ' lawn', ' morning', ' same', ' dra', ' time']"
230,4.9326300621032715,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' telephone', ' ', ' �', '�', '�', '�', ' to', ' one', ' common', ' is', ' that', ' where', ' in', ',', ' and', ' sk', 'encing', ' person', ',', ' a']"
240,5.244628429412842,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' would', ' other', ' ', ' ', ' ', ' ', ' ', ' �', '�', '�', '�', ' ', ' ', ' ', ' ', ' ', ' started', ' might', ' door', ' my']"
250,4.9879937171936035,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' his', ' up', '�', '�', ' ', ' �', '�', 'It', ' I', ' An', ' ', ' ', ' ', ' ', ' ', ' ', ' serious', ' cold', ' I', ' shall']"
260,4.961771011352539,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' �', '�', 'children', ' in', ' some', ' d', ' least', ' They', ' Mole', ' terror', ' And', 'ly', ' the', ' habits', ',', ' rushed', ' to', ' ', ' ', ' in']"
270,4.90138578414917,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' On', ' the', 'No', ' the', ' count', ' but', '.', ' He', ' master', ' in', ' ', ' ', ' ', ' �', '�', 'I', ' place', ' slit', ',', ' said']"
280,5.209873676300049,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' time', ' rage', '?', ' to', ' see', ',', '�', '�', ' clear', ' not', ' men', ',', ',', ' behind', ' the', ' BST', ' may', '?', ' ', ' ']"
290,5.183475494384766,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', '�', '�', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' endeav', ' even', ' of', 'irl', ' my']"
300,5.1755805015563965,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' that', ' sank', 'ical', ' bare', ' utterly', ' hopeless', ' near', ' the', ' girl', 'nings', ' imagine', ',', 've', ' a', ' my', ';', ' evidence', ',', ' and', '.']"
310,5.129390716552734,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' thoughts', ' be', ' four', ' horse', '.', ' It', ' his', 'Tell', ' be', ' waiting', ' my', '?', ' it', ' advise', ' that', ' the', ' depression', ' He', ' the', ' the']"
320,4.900870323181152,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' like', 'able', '.', '�', '�', 's', ' undone', 've', ' injustice', ' that', ' we', ' of', '.', ' We', ' alarm', ' have', ' plunge', ',', ' and', ' thrown']"
330,4.990151405334473,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' His', '.', ' ', ' ', ' ', ' ', ' He', '.', '�', '�', ' in', ' the', ' Fell', 'es', ',', ' my', ' Albert', ' assess', ' with', ' I']"
340,5.090616703033447,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' ', ' ', ' It', '.', ' forb', ' frown', ' the', ' t', ' cut', ' who', ' it', ' married', ' ', ' ', ' building', ' ', ' ', ' ', ' 25', ',']"
350,4.9254350662231445,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' conservative', '�', '�', '_', ' steps', ' and', 'prom', ' that', ' sir', ' that', 'agg', ' ', ' Holmes', ' walking', ' by', ' detach', ' the', ' success', ' the', ' is']"
360,5.147933006286621,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' �', '�', ' was', ' all', '.', ' With', ' this', ' a', ' ruin', 'ber', '?', ' Neville', ' looked', ' it', '™', '.', ' ', ' ', ' ', ' ']"
370,4.855411529541016,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', '._', '-', ' hitters', ' ', ' ', ' ', ' ', ' ', ' remembered', ' his', 'burn', ' retreat', ',', ' we', '.', 'That', '-', ' accounted', ' into', ' it']"
380,5.105046272277832,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' I', ' named', ' upon', ' about', ' you', ' asked', ' knew', ' recall', ' possible', ' a', ' peg', ' his', ' had', ' think', ' any', ' to', ' above', ' him', ' innocent', ' us']"
390,5.212605953216553,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' Besides', ' will', 'quest', 'L', ' my', ' with', ' ', ' ', ' Holmes', 'That', ' he', ' the', ';', ' glanced', ' a', 'ict', 'ath', ' little', ' violence', ' of']"
400,4.928552627563477,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' �', '�', ' only', ' Many', ' minute', '.', ' endeav', '.', '�', '�', 'll', '.', ' �', '�', 'And', 'se', ' these', ' was', ',', ' sir']"
410,4.835696697235107,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' Then', ' singular', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' �', '�', ' Bec', '.', ' England', ' Arms', ',', 'xt']"
420,4.901666641235352,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' Holmes', ' which', ' correct', ' a', ' that', ' the', ' Suddenly', 'ampire', ' remarked', ' have', ' tragedy', 's', ' high', ' was', ' really', ' turning', ' his', 'Did', ' than', 'When']"
430,4.936685562133789,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' filled', ' it', ' of', ' already', ' distinguished', ' of', ' the', ' Hudson', ' had']"
440,4.938999652862549,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' You', ' do', '?', '.', ' In', ' clean', ' diplomatic', ' hands', '.', ' Then', ' to', ' subscribed', ' trademark', ' it', ' that', ' Mr', ' my', '�', '�', ' ']"
450,4.889027118682861,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' ', ' ', ' ', ' in', ' fire', ' than', ' your', 'iny', ' firm', ' has', 'bed', ' son', ' that', ' it', ' was', ' cases', ',', ' try', ',', ' to']"
460,4.525692939758301,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' I', ' until', ' out', 'ing', ' the', ' outs', 'oin', ' am', ' will', ' best', ' cases', ' I', ' am', ' any', '�', '�', 's', ' as', ' the', 'Dynamic']"
470,4.690250873565674,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' She', ' hours', ' drew', ' it', ' at', 'I', ' at', ' some', ' from', ' the', ' ships', ' teeth', ',', ' light', ' with', 'any', ' see', ' out', ' quite', ' two']"
480,5.1315436363220215,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' Yet', ' as', ' right', ' my', ' hand', ' with', ' paper', ' get', ' he', 'ire', ' cannot', ' of', ' the', ' It', ',', ' dark', ' night', ' a', ' to', ' as']"
490,4.741126537322998,"['I', ' went', ' to', ' the', ' clinic', ' today', ' and', ' Sherlock', ' came', ' in', ' running', '.', ' She', ' as', ' chain', ' that', ' my', ' ES', ' in', ' Ric', ' five', ' good', ' night', ' portrait', ' just', ' well', ' mean', ' an', ' cl', ' peace', 'ulation', ' see']"
